0.9960	1.0040	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	1.0040	1.0040	0.9960	0.9960	0.9960	1.0040	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	1.0040	0.9960	1.0040	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	1.0040	0.9960	1.0040	1.0040	1.0040	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	0.9960	1.0040	1.0040	
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0010	0.9210	0.9210	0.9210	0.9210	1.0110	1.0030	0.9210	1.0790	0.9930	1.0790	1.0790	1.0010	1.0110	0.9210	0.9210	1.0790	0.9210	1.0790	0.9210	0.9990	0.9210	0.9210	0.9210	0.9210	0.9210	0.9210	0.9490	0.9990	0.9210	0.9210	1.0030	0.9210	0.9210	0.9210	0.9210	1.0050	0.9210	1.0790	1.0790	0.9810	0.9210	1.0330	0.9210	1.0170	0.9210	1.0790	0.9210	1.0090	0.9210	0.9210	0.9210	1.0630	1.0790	0.9210	0.9990	0.9210	0.9210	0.9970	0.9210	0.9210	0.9210	0.9210	1.0790	1.0790	0.9210	0.9210	1.0790	0.9210	1.0070	1.0550	0.9930	
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0000	0.9200	0.9200	0.9200	0.9280	1.0040	1.0080	0.9240	1.0800	0.9860	0.9840	1.0800	1.0120	1.0080	0.9200	0.9200	0.9200	0.9200	1.0140	0.9200	1.0100	0.9200	0.9200	0.9200	0.9200	0.9200	0.9920	0.9300	1.0000	1.0800	0.9200	0.9200	0.9200	0.9200	0.9200	1.0800	1.0240	0.9200	0.9800	0.9200	1.0040	0.9200	0.9840	0.9200	1.0180	0.9200	1.0220	0.9200	1.0200	0.9200	0.9200	0.9200	0.9980	1.0800	0.9200	0.9880	0.9200	0.9200	0.9820	1.0800	0.9200	0.9200	0.9200	0.9200	1.0800	0.9200	0.9200	1.0800	0.9200	1.0120	0.9940	0.9720	
1.0010	0.9090	0.9090	0.9090	0.9090	1.0250	1.0910	0.9170	0.9090	1.0110	1.0070	1.0910	0.9890	0.9790	0.9090	0.9090	0.9090	0.9090	1.0910	0.9090	1.0910	1.0910	0.9090	0.9090	0.9090	0.9090	0.9850	0.9090	1.0210	0.9090	0.9090	0.9970	0.9090	0.9090	0.9090	0.9090	0.9730	0.9090	1.0010	0.9090	1.0090	0.9090	1.0910	1.0910	0.9890	0.9090	0.9710	0.9090	1.0050	0.9090	0.9090	0.9090	1.0910	1.0910	0.9090	1.0230	0.9090	0.9090	1.0910	1.0910	0.9090	0.9090	0.9090	0.9090	1.0910	0.9090	0.9090	1.0910	0.9090	1.0910	0.9830	0.9870	
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0050	0.9070	0.9070	0.9070	0.9070	1.0550	1.0170	1.0030	0.9070	1.0030	0.9730	0.9070	1.0070	0.9990	0.9070	0.9070	0.9070	0.9070	1.0050	0.9070	0.9710	1.0930	0.9070	0.9070	0.9070	0.9070	0.9270	0.9210	1.0930	0.9070	0.9070	0.9210	0.9070	0.9070	0.9070	1.0930	0.9950	0.9070	1.0930	1.0930	1.0130	0.9070	1.0930	1.0930	0.9730	0.9070	1.0930	0.9070	0.9790	0.9070	0.9070	0.9070	1.0070	1.0930	0.9070	0.9830	0.9070	0.9070	0.9870	1.0930	0.9070	0.9070	0.9070	0.9070	1.0930	0.9070	0.9070	0.9990	0.9070	1.0930	1.0930	1.0170	
